ID: 2671267, Name: 가락청, Address: 전북특별자치도 전주시 완산구 한지길 68 (풍남동3가), Category: B02011600, Price: 64000, AreaCode: 37
ID: 940259, Name: 강가의성, Address: 강원특별자치도 홍천군 북방면 굴지강변로 281 null, Category: Guesthouse, Price: 65000, AreaCode: 32
ID: 2574118, Name: 강남스테이힐(Gangnam Stay Hill), Address: 서울특별시 강남구 테헤란로13길 65 (역삼동)1, 2층, Category: Camping, Price: 234000, AreaCode: 1
ID: 2650614, Name: 강남아르누보씨티호텔, Address: 서울특별시 서초구 서초대로74길 49 (서초동) null, Category: Hotel, Price: 195000, AreaCode: 1
ID: 2570638, Name: 강령전, Address: 전북특별자치도 전주시 완산구 태조로 26-24 (풍남동3가) null, Category: B02011600, Price: 242000, AreaCode: 37
ID: 2913612, Name: 강릉 로뎀나무 펜션, Address: 강원특별자치도 강릉시 해안로621번길 12 (안현동) null, Category: Guesthouse, Price: 234000, AreaCode: 32
ID: 2574326, Name: 개울한옥민박, Address: 전라남도 해남군 옥천면 도림길 81 null, Category: B02011600, Price: 103000, AreaCode: 38
ID: 3102050, Name: 객리당, Address: 전북특별자치도 전주시 완산구 태진로 26 (태평동) 2동, Category: B02011600, Price: 215000, AreaCode: 37
ID: 139867, Name: 갤러리&펜션 풍경소리, Address: 강원특별자치도 인제군 기린면 설피밭길 661 null, Category: Guesthouse, Price: 144000, AreaCode: 32
ID: 628541, Name: 갤러리하우스모텔, Address: 강원특별자치도 화천군 화천읍 중앙로2길 31-10 null, Category: B02010900, Price: 72000, AreaCode: 32
ID: 139224, Name: 갤럭시 모텔, Address: 강원특별자치도 정선군 사북읍 소금강로 3489 null, Category: B02010900, Price: 145000, AreaCode: 32
ID: 3105325, Name: 갬성하우스, Address: 강원특별자치도 원주시 이화5길 34-7 (단계동) 201호, 갬성하우스, Category: Guesthouse, Price: 53000, AreaCode: null
ID: 2575042, Name: 갯내음 펜션, Address: 경상남도 통영시 산양읍 논아랫개길 134-51 null, Category: Guesthouse, Price: 109000, AreaCode: 36
ID: 945148, Name: 갯벌부흥펜션, Address: 충청남도 태안군 남면 진산1길 195-14 null, Category: Guesthouse, Price: 85000, AreaCode: 34
ID: 2593235, Name: 거목장민박, Address: 전라남도 해남군 삼산면 민박촌길 63 null, Category: B02011600, Price: 211000, AreaCode: 38
ID: 3438571, Name: 거북이 한옥, Address: 충청남도 보령시 절터길 41 (요암동) null, Category: B02011600, Price: 137000, AreaCode: null
ID: 3470382, Name: 거제 돔 관광호텔, Address: 경상남도 거제시 일운면 거제대로 2372 null, Category: Hotel, Price: 128000, AreaCode: 36
ID: 3470410, Name: 거제 선셋한옥&오션리조트, Address: 경상남도 거제시 하청면 연하해안로 1076-1 null, Category: Guesthouse, Price: 121000, AreaCode: 36
ID: 397642, Name: 거제 썬트리팜리조트, Address: 경상남도 거제시 남부면 거제대로 283 null, Category: B02010600, Price: 156000, AreaCode: 36
ID: 142984, Name: 거제관광호텔, Address: 경상남도 거제시 거제중앙로 1898-5 null, Category: Hotel, Price: 210000, AreaCode: 36
ID: 1855463, Name: 거제더비치펜션, Address: 경상남도 거제시 장목면 거제북로 2738-1 null, Category: Guesthouse, Price: 115000, AreaCode: 36
ID: 138703, Name: 거제도 펜션팔색조, Address: 경상남도 거제시 일운면 북병산로 460 null, Category: Guesthouse, Price: 244000, AreaCode: 36
ID: 139689, Name: 거제도섬마을펜션, Address: 경상남도 거제시 일운면 거제대로 1988-10 null, Category: Guesthouse, Price: 110000, AreaCode: 36
ID: 2578477, Name: 거제뷰골프텔, Address: 경상남도 거제시 거제면 두동로 259-80 null, Category: Motel, Price: 227000, AreaCode: 36
ID: 143125, Name: 거제삼성호텔, Address: 경상남도 거제시 장평3로 80-37 null, Category: Hotel, Price: 107000, AreaCode: 36
ID: 3044521, Name: 거제스테이, Address: 경상남도 거제시 거제중앙로17길 5 (고현동) 거제스테이 3, 4, 5층, Category: B02010900, Price: 191000, AreaCode: 36
ID: 2578490, Name: 거제오션호텔, Address: 경상남도 거제시 옥포로2길 13 null, Category: Hotel, Price: 60000, AreaCode: 36
ID: 3103316, Name: 거창서핑파크, Address: 경상남도 거창군 위천면 거차1길 23-18 null, Category: Guesthouse, Price: 231000, AreaCode: 36
ID: 3438584, Name: 건축의 선율, Address: 전북특별자치도 전주시 완산구 최명희길 11-3 (풍남동3가) null, Category: B02011600, Price: 165000, AreaCode: null
ID: 2664520, Name: 게스트145, Address: 광주광역시 동구 구성로194번길 19 (대인동), Category: Camping, Price: 54000, AreaCode: 5
ID: 2569003, Name: 게스트하우스 play at home(플레이앳홈), Address: 경상북도 안동시 금곡길 21-8 (금곡동), Category: Camping, Price: 208000, AreaCode: 35
ID: 2600730, Name: 게스트하우스 리좀, Address: 경상남도 창원시 마산합포구 동서북14길 24 4층 (동성동), Category: Camping, Price: 124000, AreaCode: 36
ID: 3102121, Name: 게스트하우스 만나, Address: 대구광역시 중구 명륜로 121-37 (봉산동) null, Category: Camping, Price: 180000, AreaCode: null
ID: 3101943, Name: 게스트하우스 몽자, Address: 서울특별시 용산구 보광로50길 3 (이태원동) null, Category: Camping, Price: 219000, AreaCode: null
ID: 2569871, Name: 게스트하우스 소설여행, Address: 전북특별자치도 군산시 월명로 516-1 (신흥동), Category: Camping, Price: 52000, AreaCode: 37
ID: 2607620, Name: 게스트하우스강남, Address: 서울특별시 강남구 압구정로34길 33 (신사동,현대맨션) 22-2-2, Category: Camping, Price: 116000, AreaCode: 1
ID: 3537620, Name: 게스트하우스아카펠라, Address: 강원특별자치도 강릉시 동부시장3길 7 (옥천동) null, Category: Camping, Price: 210000, AreaCode: 32
ID: 2570229, Name: 결성향교, Address: 충청남도 홍성군 결성면 홍남서로707번길 21-8 null, Category: B02011600, Price: 104000, AreaCode: 34
ID: 2609894, Name: 경기전 연가, Address: 전북특별자치도 전주시 완산구 어진길 82-6 (경원동2가), Category: B02011600, Price: 64000, AreaCode: 37
ID: 1144607, Name: 경원BIZ모텔, Address: 울산광역시 동구 녹수7길 58 (전하동), Category: B02010900, Price: 129000, AreaCode: 7
ID: 2475088, Name: 경원재 바이 워커힐, Address: 인천광역시 연수구 테크노파크로 200 null, Category: Hotel, Price: 165000, AreaCode: 2
ID: 2570570, Name: 경주 감포한옥펜션, Address: 경상북도 경주시 감포읍 감포로10길 40-11 null, Category: B02011600, Price: 80000, AreaCode: 35
ID: 2604602, Name: 경주 교동한옥집, Address: 경상북도 경주시 천원안길 21-6 (교동), Category: B02011600, Price: 86000, AreaCode: 35
ID: 3049913, Name: 경주 소울메이트, Address: 경상북도 경주시 태종로685번길 28 (노서동) null, Category: B02010900, Price: 207000, AreaCode: null
ID: 2662883, Name: 경주 오릉 한옥, Address: 경상북도 경주시 국당1길 15-1 (사정동), Category: B02011600, Price: 137000, AreaCode: 35
ID: 2663054, Name: 경주 춘추관, Address: 경상북도 경주시 대경로 4821-5 (서악동), Category: B02011600, Price: 129000, AreaCode: 35
ID: 2663296, Name: 경주 한옥(경주한옥펜션), Address: 경상북도 경주시 도초길 124-31 null, Category: B02011600, Price: 112000, AreaCode: 35
ID: 3102068, Name: 경주 황리단길 한옥 독채 풀빌라 무와, Address: 경상북도 경주시 첨성로49번길 32-2 (사정동) null, Category: B02011600, Price: 124000, AreaCode: null
ID: 2446529, Name: 경주수호정, Address: 경상북도 경주시 포석로1068번길 15-15 null, Category: Camping, Price: 139000, AreaCode: 35
ID: 912647, Name: 경주애견펜션 노비오스, Address: 경상북도 경주시 진티길 37-4 null, Category: Guesthouse, Price: 139000, AreaCode: 35
ID: 2706608, Name: 경주오릉한옥, Address: 경상북도 경주시 국당2길 12-17 (사정동) null, Category: B02011600, Price: 150000, AreaCode: 35
ID: 2700309, Name: 경주읍성한옥, Address: 경상북도 경주시 봉황로116번길 14-3 (북부동), Category: B02011600, Price: 68000, AreaCode: 35
ID: 2047199, Name: 경주천년한옥펜션, Address: 경상북도 경주시 시동로 86-61 (시래동), Category: Guesthouse, Price: 70000, AreaCode: 35
ID: 2603652, Name: 경주한옥, Address: 경상북도 경주시 도초길 124-31 (율동), Category: B02011600, Price: 202000, AreaCode: 35
ID: 2531357, Name: 경주한옥1번가, Address: 경상북도 경주시 천원1길 20 (탑동), Category: B02011600, Price: 122000, AreaCode: 35
ID: 3532956, Name: 경주황리단길숙소 한옥스테이 목화, Address: 경상북도 경주시 포석로1068번길 15-11 (황남동) null, Category: B02011600, Price: 167000, AreaCode: 35
ID: 1972448, Name: 경주휴원, Address: 경상북도 경주시 충효서악길 154 null, Category: Camping, Price: 177000, AreaCode: 35
ID: 3102224, Name: 경주힐스, Address: 경상북도 경주시 도초길 104-129 (율동) 경주힐스, Category: Guesthouse, Price: 97000, AreaCode: null
ID: 3534252, Name: 경포 그곳에가면, Address: 강원특별자치도 강릉시 해안로 381-2 (초당동) null, Category: Guesthouse, Price: 243000, AreaCode: 32
ID: 142816, Name: 경포 비치 관광 호텔, Address: 강원특별자치도 강릉시 해안로406번길 17 (강문동), Category: Hotel, Price: 221000, AreaCode: 32
ID: 138981, Name: 경포 수호텔 [한국관광 품질인증/Korea Quality], Address: 강원특별자치도 강릉시 창해로 439 (강문동), Category: B02010900, Price: 146000, AreaCode: 32
ID: 3534228, Name: 경포대 산호 펜션, Address: 강원특별자치도 강릉시 해안로406번길 13-5 (강문동) null, Category: Guesthouse, Price: 87000, AreaCode: 32
ID: 3540838, Name: 경포대오션호텔, Address: 강원특별자치도 강릉시 해안로406번길 13-7 (강문동) null, Category: B02010900, Price: 78000, AreaCode: 32
ID: 2913606, Name: 경포도도애견펜션, Address: 강원특별자치도 강릉시 하남길 197-15 null, Category: Guesthouse, Price: 136000, AreaCode: 32
ID: 3547649, Name: 경포비치호텔, Address: 강원특별자치도 강릉시 해안로406번길 17 (강문동) null, Category: Hotel, Price: 199000, AreaCode: 32
ID: 596860, Name: 경포에메랄드, Address: 강원특별자치도 강릉시 해안로406번길 26 (강문동), Category: Hotel, Price: 103000, AreaCode: 32
ID: 973640, Name: 경포우성펜션, Address: 강원특별자치도 강릉시 경포로463번안길 9-3 null, Category: Guesthouse, Price: 181000, AreaCode: 32
ID: 3102215, Name: 경함정, Address: 경상북도 안동시 임하면 금소4길 23-4 null, Category: B02011600, Price: 189000, AreaCode: null
ID: 2738740, Name: 계곡과소나무 펜션, Address: 경기도 포천시 일동면 무리울길 299 null, Category: Guesthouse, Price: 117000, AreaCode: 31
ID: 397793, Name: 계룡산작은쉼터, Address: 충청남도 공주시 계룡면 되찬길 48-3 null, Category: Guesthouse, Price: 186000, AreaCode: 34
ID: 1867200, Name: 계림궁, Address: 경상북도 경주시 포석로 932 (탑동), Category: Guesthouse, Price: 118000, AreaCode: 35
ID: 2932873, Name: 계와고택, Address: 경상북도 안동시 금소중앙길 56-1 계와고택, Category: B02011600, Price: 111000, AreaCode: 35
ID: 3101964, Name: 고기리 다온스테이, Address: 경기도 용인시 수지구 호수로52번길 51 (고기동) 1동 1층 1호, Category: B02011600, Price: 99000, AreaCode: null
ID: 3533117, Name: 고대안풀빌라펜션, Address: 경상북도 경주시 감포읍 가래실길 135 null, Category: Guesthouse, Price: 78000, AreaCode: 35
ID: 143138, Name: 고려호텔, Address: 경기도 부천시 원미구 길주로 66 (상동) null, Category: Hotel, Price: 135000, AreaCode: 31
ID: 3044522, Name: 고려호텔, Address: 경상북도 안동시 영가로 13 (동부동) null, Category: B02010900, Price: 229000, AreaCode: 35
ID: 3532760, Name: 고립낙원, Address: 경상북도 청도군 풍각면 차산길 9-21 null, Category: Guesthouse, Price: 183000, AreaCode: 35
ID: 2681174, Name: 고선재, Address: 충청북도 청주시 상당구 남일면 윗고분터길 33-15 고선재, Category: B02011600, Price: 131000, AreaCode: 33
ID: 1990092, Name: 고성 최필간고택, Address: 경상남도 고성군 하일면 학동돌담길 55 (하일면), Category: B02011600, Price: 141000, AreaCode: 36
ID: 2597551, Name: 고성이씨 탑동종택, Address: 경상북도 안동시 임청각길 103 (법흥동), Category: B02011600, Price: 209000, AreaCode: 35
ID: 3540230, Name: 고심스테이, Address: 강원특별자치도 강릉시 사천면 너다리길 87 null, Category: Guesthouse, Price: 100000, AreaCode: 32
ID: 2818337, Name: 고양국제청소년문화센터 유스센터, Address: 경기도 고양시 일산동구 애니골길 97 고양국제청소년문화센터 null, Category: B02010600, Price: 54000, AreaCode: 31
ID: 2950469, Name: 고운[한국관광 품질인증/Korea Quality], Address: 서울특별시 종로구 북촌로12길 35-1 null, Category: B02011600, Price: 193000, AreaCode: 1
ID: 2651962, Name: 고유[한국관광 품질인증/Korea Quality], Address: 전북특별자치도 전주시 완산구 향교길 51-5 null, Category: Camping, Price: 101000, AreaCode: 37
ID: 2814167, Name: 고유한관광농원펜션, Address: 전라남도 고흥군 연강예회길 299-8 null, Category: Guesthouse, Price: 160000, AreaCode: 38
ID: 3533122, Name: 고은, Address: 서울특별시 종로구 동숭4나길 25 (동숭동, 상일아트빌라) 101호, Category: Camping, Price: 90000, AreaCode: 1
ID: 2604533, Name: 고집불통송가네, Address: 전라남도 해남군 북평면 동해길 108-23 null, Category: B02011600, Price: 228000, AreaCode: 38
ID: 2903046, Name: 강릉 부띠끄호텔 봄봄[한국관광 품질인증/Korea Quality], Address: 강원특별자치도 강릉시 교동광장로100번길 19 null, Category: Hotel, Price: 81000, AreaCode: 32
ID: 3102100, Name: 강릉 스테이인옥, Address: 강원특별자치도 강릉시 칠성로711번길 18-4 (노암동) 스테이인옥, Category: B02011600, Price: 99000, AreaCode: 32
ID: 2398102, Name: 강릉ing게스트하우스, Address: 강원특별자치도 강릉시 용지각길 19 (포남동), Category: B02010900, Price: 139000, AreaCode: 32
ID: 3540781, Name: 강릉관광호텔, Address: 강원특별자치도 강릉시 금성로 62 (성내동) null, Category: Hotel, Price: 183000, AreaCode: 32
ID: 3534495, Name: 강릉바다 화이트비치, Address: 강원특별자치도 강릉시 사천면 진리해변길 83-1 null, Category: Guesthouse, Price: 54000, AreaCode: 32
ID: 1989501, Name: 강릉선교장[한국관광 품질인증/Korea Quality], Address: 강원특별자치도 강릉시 운정길 63 선교장 null, Category: B02011600, Price: 245000, AreaCode: 32
ID: 587289, Name: 강릉시 청소년 해양수련원, Address: 강원특별자치도 강릉시 주문진읍 동해대로 4940 (주문진읍), Category: A03020200, Price: 106000, AreaCode: 32
ID: 3535524, Name: 강릉엘모텔, Address: 강원특별자치도 강릉시 성덕포남로149번길 14 (포남동) null, Category: B02010900, Price: 87000, AreaCode: 32
ID: 2531222, Name: 강릉오죽한옥마을, Address: 강원특별자치도 강릉시 죽헌길 114 (죽헌동) null, Category: B02011600, Price: 199000, AreaCode: 32
ID: 3539791, Name: 강문애, Address: 강원특별자치도 강릉시 창해로 245 (강문동) 강문애게스트하우스, Category: Camping, Price: 64000, AreaCode: 32
ID: 138547, Name: 강변에서 황토콘도, Address: 강원특별자치도 인제군 인제읍 내린천로 5384 null, Category: Guesthouse, Price: 63000, AreaCode: 32
ID: 678537, Name: 강변의수채화 펜션, Address: 강원특별자치도 홍천군 북방면 노일로310번길 15 null, Category: Guesthouse, Price: 221000, AreaCode: 32
ID: 2760767, Name: 강애산애펜션, Address: 강원특별자치도 평창군 봉평면 흥정계곡1길 23 null, Category: Guesthouse, Price: 133000, AreaCode: 32
ID: 2568981, Name: 강이있는풍경펜션, Address: 경상북도 문경시 마성면 구랑로 333 null, Category: Guesthouse, Price: 60000, AreaCode: 35
ID: 137913, Name: 강이흐르는마을 펜션, Address: 강원특별자치도 정선군 정선읍 군언길 129 null, Category: Guesthouse, Price: 144000, AreaCode: 32
ID: 3532937, Name: 강진 자연드림, Address: 전라남도 강진군 대구면 백사1길 38 null, Category: Guesthouse, Price: 54000, AreaCode: 38
ID: 136962, Name: 강천각모텔, Address: 전북특별자치도 순창군 팔덕면 강천산길 85 null, Category: B02010900, Price: 107000, AreaCode: 37
ID: 139190, Name: 강촌 느티나무마을펜션, Address: 강원특별자치도 춘천시 남산면 강촌로 80-1 null, Category: Guesthouse, Price: 171000, AreaCode: 32
ID: 1802452, Name: 강촌w펜션, Address: 강원특별자치도 춘천시 남산면 강촌로 143 null, Category: Guesthouse, Price: 217000, AreaCode: 32
ID: 2913427, Name: 강촌잠빌펜션, Address: 강원특별자치도 춘천시 남산면 강촌로 250 null, Category: Guesthouse, Price: 129000, AreaCode: 32
ID: 2814166, Name: 강현재, Address: 전라남도 보성군 가내길 31-1 null, Category: B02011600, Price: 153000, AreaCode: 38
ID: 136605, Name: 강화유스호스텔, Address: 인천광역시 강화군 내가면 해안서로 972 null, Category: B02010600, Price: 131000, AreaCode: 2
ID: 2521964, Name: 강화평화빌리지, Address: 인천광역시 강화군 송해면 상도숭뢰길 183 null, Category: B02010900, Price: 185000, AreaCode: 2
ID: 2761333, Name: 개여울펜션, Address: 강원특별자치도 평창군 봉평면 흥정계곡3길 72 null, Category: Guesthouse, Price: 78000, AreaCode: 32
ID: 609928, Name: 기쁨이 가득한 곳, Address: 전라남도 함평군 함평읍 주포로 553 null, Category: Guesthouse, Price: 206000, AreaCode: 38
ID: 3536383, Name: 기억스테이(ㄱstay), 메모리스테이, Address: 강원특별자치도 강릉시 창해로370번길 3 (강문동) null, Category: Guesthouse, Price: 92000, AreaCode: 32
ID: 3533119, Name: 기찬빌리지, Address: 전라남도 영암군 영암읍 기찬랜드로 41 null, Category: Guesthouse, Price: 63000, AreaCode: 38
ID: 3102202, Name: 기찬재, Address: 전라남도 영암군 영암읍 기찬랜드로 19-10 null, Category: B02011600, Price: 161000, AreaCode: 38
ID: 2602446, Name: 기헌고택, Address: 경상북도 봉화군 법전면 경체정길 18 null, Category: B02011600, Price: 238000, AreaCode: 35
ID: 2623938, Name: 길건너한옥마을, Address: 전북특별자치도 전주시 완산구 기린대로 130 (남노송동), Category: Camping, Price: 146000, AreaCode: 37
ID: 3469412, Name: 김냇과, Address: 광주광역시 동구 구성로204번길 13 (대인동) null, Category: Camping, Price: 123000, AreaCode: 5
ID: 2600301, Name: 김진호가옥, Address: 경상북도 영주시 문수면 무섬로234번길 31-8 null, Category: B02011600, Price: 226000, AreaCode: 35
ID: 143003, Name: 김천파크 관광호텔, Address: 경상북도 김천시 대항면 황학동길 35-23 null, Category: Hotel, Price: 94000, AreaCode: 35
ID: 2574186, Name: 김포아트빌리지 전통한옥숙박체험관, Address: 경기도 김포시 모담공원로 170 (운양동) null, Category: B02011600, Price: 191000, AreaCode: 31
ID: 2502642, Name: 김해 넘버25호텔, Address: 경상남도 김해시 김해대로2529번길 72-22 null, Category: B02010900, Price: 167000, AreaCode: 36
ID: 2652952, Name: 김해한옥체험관[한국관광 품질인증/Korea Quality], Address: 경상남도 김해시 왕릉길 40 김해한옥체험관 null, Category: B02011600, Price: 150000, AreaCode: 36
ID: 1365209, Name: 깊은내펜션, Address: 전라남도 장흥군 부산면 심천공원길 96 null, Category: Guesthouse, Price: 238000, AreaCode: 38
ID: 735314, Name: 까델아스, Address: 제주특별자치도 제주시 애월읍 신엄9길 46 null, Category: Guesthouse, Price: 165000, AreaCode: 39
ID: 2618541, Name: 까미노(Camino) bnb, Address: 경상남도 창원시 성산구 반송로81번길 37 (반지동), Category: Camping, Price: 82000, AreaCode: 36
ID: 2574195, Name: 까사델아야, Address: 강원특별자치도 고성군 토성면 아야진해변길 19 null, Category: Guesthouse, Price: 51000, AreaCode: 32
ID: 629269, Name: 까사모로, Address: 강원특별자치도 홍천군 서면 팔봉강변길 209-24 null, Category: Guesthouse, Price: 110000, AreaCode: 32
ID: 2913643, Name: 까사초당, Address: 강원특별자치도 강릉시 초당원길 69-1 null, Category: B02011600, Price: 181000, AreaCode: 32
ID: 138836, Name: 까펠라 모텔, Address: 대전광역시 유성구 한밭대로492번길 16-32 null, Category: B02010900, Price: 234000, AreaCode: 3
ID: 735781, Name: 꼬뜨도르 호텔, Address: 제주특별자치도 제주시 구좌읍 일주동로 1724 null, Category: Motel, Price: 175000, AreaCode: 39
ID: 2761315, Name: 꼬마성, Address: 강원특별자치도 평창군 봉평면 두리봉길 4-17 null, Category: Guesthouse, Price: 164000, AreaCode: 32
ID: 2595494, Name: 꽃과 호수의 집, Address: 경기도 고양시 일산동구 노루목로 79 (장항동,호수마을4단지아파트) 403동 1401호, Category: Camping, Price: 220000, AreaCode: 31
ID: 2913764, Name: 꽃내음펜션, Address: 강원특별자치도 삼척시 근덕면 용화안길 172 null, Category: Guesthouse, Price: 156000, AreaCode: 32
ID: 139884, Name: 꽃뜰펜션, Address: 전라남도 보성군 회천면 일림산길 279 null, Category: Guesthouse, Price: 180000, AreaCode: 38
ID: 2621722, Name: 꽃잠, Address: 전북특별자치도 전주시 완산구 동문길 19-14 (풍남동2가), Category: B02011600, Price: 144000, AreaCode: 37
ID: 610156, Name: 꽃지화이트펜션, Address: 충청남도 태안군 안면읍 꽃지해안로 484 null, Category: Guesthouse, Price: 201000, AreaCode: 34
ID: 642301, Name: 꽃향기펜션, Address: 충청남도 태안군 안면읍 방포로 111 null, Category: Guesthouse, Price: 182000, AreaCode: 34
ID: 2575496, Name: 꾸메푸메펜션, Address: 경상남도 통영시 산양읍 논아랫개길 134-44 null, Category: Guesthouse, Price: 74000, AreaCode: 36
ID: 2607787, Name: 꿈, Address: 전북특별자치도 전주시 완산구 향교길 85-11 (교동), Category: B02011600, Price: 129000, AreaCode: 37
ID: 2528102, Name: 꿈꾸는 노마드, Address: 제주특별자치도 서귀포시 선반로 54 (강정동) null, Category: Guesthouse, Price: 87000, AreaCode: 39
ID: 3044525, Name: 꿈나무펜션, Address: 강원특별자치도 횡성군 둔내면 고원로425번길 35-1 null, Category: Guesthouse, Price: 221000, AreaCode: 32
ID: 398138, Name: 꿈속에 그린 펜션, Address: 강원특별자치도 횡성군 둔내면 두원2길 45-20 null, Category: Guesthouse, Price: 247000, AreaCode: 32
ID: 626319, Name: 꿈의궁전모텔, Address: 강원특별자치도 철원군 서면 와수1로 7 null, Category: B02010900, Price: 159000, AreaCode: 32
ID: 1891015, Name: 끄라비 펜션, Address: 제주특별자치도 서귀포시 토평로148번길 28 (토평동), Category: Guesthouse, Price: 232000, AreaCode: 39
ID: 3532664, Name: 끌리몽드 키즈풀빌라, Address: 울산광역시 울주군 서생면 해맞이로 895-34 null, Category: Guesthouse, Price: 103000, AreaCode: 7
ID: 1869305, Name: 나.미.송, Address: 제주특별자치도 제주시 애월읍 평화로 2476-10 null, Category: Guesthouse, Price: 86000, AreaCode: 39
ID: 3438674, Name: 나들방, Address: 전북특별자치도 전주시 완산구 최명희길 30 (풍남동3가) null, Category: B02011600, Price: 110000, AreaCode: null
ID: 2595871, Name: 나들한옥, Address: 경상북도 경주시 쪽샘길 4-1 (인왕동), Category: B02011600, Price: 158000, AreaCode: 35
ID: 2913780, Name: 나디아민박, Address: 강원특별자치도 삼척시 근덕면 덕산해변길 144-6 나디아민박, Category: Hanok, Price: 224000, AreaCode: 32
ID: 3438578, Name: 나루 한옥스테이 독채, Address: 전북특별자치도 전주시 완산구 전주천동로 58 (교동) null, Category: B02011600, Price: 146000, AreaCode: null
ID: 2576469, Name: 나루게스트하우스, Address: 서울특별시 마포구 양화로12길 8-12 (서교동), Category: Camping, Price: 80000, AreaCode: 1
ID: 3101971, Name: 나모:온, Address: 전라남도 순천시 호남길 140 (저전동) null, Category: B02011600, Price: 160000, AreaCode: null
ID: 2621406, Name: 나무와 새 한옥펜션, Address: 강원특별자치도 홍천군 서면 한치골길 990 null, Category: Guesthouse, Price: 169000, AreaCode: 32
ID: 2569057, Name: 나무향기펜션, Address: 경상남도 거제시 일운면 소동4길 54 null, Category: Guesthouse, Price: 68000, AreaCode: 36
ID: 3303810, Name: 나무호텔, Address: 서울특별시 광진구 아차산로76가길 12 (광장동) null, Category: Hotel, Price: 149000, AreaCode: 1
ID: 2930309, Name: 나봄 S&HOTEL, Address: 대전광역시 유성구 테크노중앙로 69 (관평동) null, Category: Hotel, Price: 101000, AreaCode: 3
ID: 1934699, Name: 나봄리조트, Address: 전북특별자치도 장수군 천천면 승마1로 60-31 null, Category: B02010600, Price: 157000, AreaCode: 37
ID: 2607806, Name: 나비호스텔, Address: 서울특별시 마포구 양화로 177-1 (동교동), Category: Camping, Price: 210000, AreaCode: 1
ID: 2626055, Name: 나이스호텔, Address: 제주특별자치도 제주시 논세길 96-38 (내도동), Category: Camping, Price: 227000, AreaCode: 39
ID: 143130, Name: 나이아가라호텔, Address: 서울특별시 강서구 양천로 743 null, Category: Hotel, Price: 230000, AreaCode: 1
